date;region;mask_mandate;contact_restrictions;restaurants;retail_trade;schools;day_care;cultural_facilities;hotels
27.04.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
28.04.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
29.04.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
30.04.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
01.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
02.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
03.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
04.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
05.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
06.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
07.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
08.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
09.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
10.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
11.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
12.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
13.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
14.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
15.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
16.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
17.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
18.05.21;Berlin;strict;strict;closed;closed;partially open;closed;closed;closed
19.05.21;Berlin;strict;strict;closed;partially open;partially open;open;closed;closed
20.05.21;Berlin;strict;strict;closed;partially open;partially open;open;closed;closed
21.05.21;Berlin;strict;strict;open;partially open;partially open;open;closed;closed
22.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
23.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
24.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
25.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
26.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
27.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
28.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
29.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
30.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
31.05.21;Berlin;strict;strict;open;partially open;partially open;open;open;closed
16.03.20;ZŸrich;none;none;closed;closed;closed;open;closed;closed
17.03.20;ZŸrich;none;none;closed;closed;closed;open;closed;closed
18.03.20;ZŸrich;none;none;closed;closed;closed;open;closed;closed
19.03.20;ZŸrich;none;none;closed;closed;closed;open;closed;closed
20.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
21.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
22.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
23.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
24.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
25.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
26.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
27.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
28.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
29.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
30.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
31.03.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
01.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
02.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
03.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
04.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
05.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
06.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
07.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
08.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
09.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
10.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
11.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
12.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
13.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
14.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
15.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
16.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
17.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
18.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
19.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
20.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
21.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
22.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
23.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
24.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
25.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
26.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
27.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
28.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
29.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
30.04.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
01.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
02.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
03.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
04.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
05.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
06.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
07.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
08.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
09.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
10.05.20;ZŸrich;none;strict;closed;closed;closed;open;closed;closed
11.05.20;ZŸrich;none;light;open;open;open;open;open;open
12.05.20;ZŸrich;none;light;open;open;open;open;open;open
13.05.20;ZŸrich;none;light;open;open;open;open;open;open
14.05.20;ZŸrich;none;light;open;open;open;open;open;open
15.05.20;ZŸrich;none;light;open;open;open;open;open;open
16.05.20;ZŸrich;none;light;open;open;open;open;open;open
17.05.20;ZŸrich;none;light;open;open;open;open;open;open
18.05.20;ZŸrich;none;light;open;open;open;open;open;open
19.05.20;ZŸrich;none;light;open;open;open;open;open;open
20.05.20;ZŸrich;none;light;open;open;open;open;open;open
21.05.20;ZŸrich;none;light;open;open;open;open;open;open
22.05.20;ZŸrich;none;light;open;open;open;open;open;open
23.05.20;ZŸrich;none;light;open;open;open;open;open;open
24.05.20;ZŸrich;none;light;open;open;open;open;open;open
25.05.20;ZŸrich;none;light;open;open;open;open;open;open
26.05.20;ZŸrich;none;light;open;open;open;open;open;open
27.05.20;ZŸrich;none;light;open;open;open;open;open;open
28.05.20;ZŸrich;none;light;open;open;open;open;open;open
29.05.20;ZŸrich;none;light;open;open;open;open;open;open
30.05.20;ZŸrich;none;light;open;open;open;open;open;open
31.05.20;ZŸrich;none;light;open;open;open;open;open;open
01.06.20;ZŸrich;none;light;open;open;open;open;open;open
02.06.20;ZŸrich;none;light;open;open;open;open;open;open
03.06.20;ZŸrich;none;light;open;open;open;open;open;open
04.06.20;ZŸrich;none;light;open;open;open;open;open;open
05.06.20;ZŸrich;none;light;open;open;open;open;open;open
06.06.20;ZŸrich;none;light;open;open;open;open;open;open
07.06.20;ZŸrich;none;light;open;open;open;open;open;open
08.06.20;ZŸrich;none;light;open;open;open;open;open;open
09.06.20;ZŸrich;none;light;open;open;open;open;open;open
10.06.20;ZŸrich;none;light;open;open;open;open;open;open
11.06.20;ZŸrich;none;light;open;open;open;open;open;open
12.06.20;ZŸrich;none;light;open;open;open;open;open;open
13.06.20;ZŸrich;none;light;open;open;open;open;open;open
14.06.20;ZŸrich;none;light;open;open;open;open;open;open
15.06.20;ZŸrich;none;light;open;open;open;open;open;open
16.06.20;ZŸrich;none;light;open;open;open;open;open;open
17.06.20;ZŸrich;none;light;open;open;open;open;open;open
18.06.20;ZŸrich;none;light;open;open;open;open;open;open
19.06.20;ZŸrich;none;light;open;open;open;open;open;open
20.06.20;ZŸrich;none;light;open;open;open;open;open;open
21.06.20;ZŸrich;none;light;open;open;open;open;open;open
22.06.20;ZŸrich;none;light;open;open;open;open;open;open
23.06.20;ZŸrich;none;light;open;open;open;open;open;open
24.06.20;ZŸrich;none;light;open;open;open;open;open;open
25.06.20;ZŸrich;none;light;open;open;open;open;open;open
26.06.20;ZŸrich;none;light;open;open;open;open;open;open
27.06.20;ZŸrich;none;light;open;open;open;open;open;open
28.06.20;ZŸrich;none;light;open;open;open;open;open;open
29.06.20;ZŸrich;none;light;open;open;open;open;open;open
30.06.20;ZŸrich;none;light;open;open;open;open;open;open
01.07.20;ZŸrich;none;light;open;open;open;open;open;open
02.07.20;ZŸrich;none;light;open;open;open;open;open;open
03.07.20;ZŸrich;none;light;open;open;open;open;open;open
04.07.20;ZŸrich;none;light;open;open;open;open;open;open
05.07.20;ZŸrich;none;light;open;open;open;open;open;open
06.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
07.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
08.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
09.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
10.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
11.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
12.07.20;ZŸrich;moderate;light;open;open;open;open;open;open
13.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
14.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
15.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
16.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
17.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
18.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
19.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
20.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
21.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
22.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
23.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
24.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
25.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
26.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
27.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
28.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
29.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
30.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
31.07.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
01.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
02.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
03.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
04.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
05.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
06.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
07.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
08.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
09.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
10.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
11.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
12.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
13.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
14.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
15.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
16.08.20;ZŸrich;moderate;light;open;open;holidays;open;open;open
17.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
18.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
19.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
20.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
21.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
22.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
23.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
24.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
25.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
26.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
27.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
28.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
29.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
30.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
31.08.20;ZŸrich;moderate;light;open;open;open;open;open;open
01.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
02.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
03.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
04.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
05.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
06.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
07.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
08.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
09.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
10.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
11.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
12.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
13.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
14.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
15.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
16.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
17.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
18.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
19.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
20.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
21.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
22.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
23.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
24.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
25.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
26.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
27.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
28.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
29.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
30.09.20;ZŸrich;moderate;light;open;open;open;open;open;open
01.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
02.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
03.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
04.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
05.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
06.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
07.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
08.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
09.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
10.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
11.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
12.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
13.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
14.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
15.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
16.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
17.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
18.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
19.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
20.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
21.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
22.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
23.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
24.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
25.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
26.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
27.10.20;ZŸrich;moderate;light;open;open;open;open;open;open
28.10.20;ZŸrich;strict;light;open;open;open;open;open;open
29.10.20;ZŸrich;strict;light;open;open;open;open;open;open
30.10.20;ZŸrich;strict;light;open;open;open;open;open;open
31.10.20;ZŸrich;strict;light;open;open;open;open;open;open
01.11.20;ZŸrich;strict;light;open;open;open;open;open;open
02.11.20;ZŸrich;strict;light;open;open;open;open;open;open
03.11.20;ZŸrich;strict;light;open;open;open;open;open;open
04.11.20;ZŸrich;strict;light;open;open;open;open;open;open
05.11.20;ZŸrich;strict;light;open;open;open;open;open;open
06.11.20;ZŸrich;strict;light;open;open;open;open;open;open
07.11.20;ZŸrich;strict;light;open;open;open;open;open;open
08.11.20;ZŸrich;strict;light;open;open;open;open;open;open
09.11.20;ZŸrich;strict;light;open;open;open;open;open;open
10.11.20;ZŸrich;strict;light;open;open;open;open;open;open
11.11.20;ZŸrich;strict;light;open;open;open;open;open;open
12.11.20;ZŸrich;strict;light;open;open;open;open;open;open
13.11.20;ZŸrich;strict;light;open;open;open;open;open;open
14.11.20;ZŸrich;strict;light;open;open;open;open;open;open
15.11.20;ZŸrich;strict;light;open;open;open;open;open;open
16.11.20;ZŸrich;strict;light;open;open;open;open;open;open
17.11.20;ZŸrich;strict;light;open;open;open;open;open;open
18.11.20;ZŸrich;strict;light;open;open;open;open;open;open
19.11.20;ZŸrich;strict;light;open;open;open;open;open;open
20.11.20;ZŸrich;strict;light;open;open;open;open;open;open
21.11.20;ZŸrich;strict;light;open;open;open;open;open;open
22.11.20;ZŸrich;strict;light;open;open;open;open;open;open
23.11.20;ZŸrich;strict;light;open;open;open;open;open;open
24.11.20;ZŸrich;strict;light;open;open;open;open;open;open
25.11.20;ZŸrich;strict;light;open;open;open;open;open;open
26.11.20;ZŸrich;strict;light;open;open;open;open;open;open
27.11.20;ZŸrich;strict;light;open;open;open;open;open;open
28.11.20;ZŸrich;strict;light;open;open;open;open;open;open
29.11.20;ZŸrich;strict;light;open;open;open;open;open;open
30.11.20;ZŸrich;strict;light;open;open;open;open;open;open
01.12.20;ZŸrich;strict;light;open;open;open;open;open;open
02.12.20;ZŸrich;strict;light;open;open;open;open;open;open
03.12.20;ZŸrich;strict;light;open;open;open;open;open;open
04.12.20;ZŸrich;strict;light;open;open;open;open;open;open
05.12.20;ZŸrich;strict;light;open;open;open;open;open;open
06.12.20;ZŸrich;strict;light;open;open;open;open;open;open
07.12.20;ZŸrich;strict;light;open;open;open;open;open;open
08.12.20;ZŸrich;strict;light;open;open;open;open;open;open
09.12.20;ZŸrich;strict;light;open;open;open;open;open;open
10.12.20;ZŸrich;strict;light;open;open;open;open;open;open
11.12.20;ZŸrich;strict;light;open;open;open;open;open;open
12.12.20;ZŸrich;strict;light;open;open;open;open;open;open
13.12.20;ZŸrich;strict;light;open;open;open;open;open;open
14.12.20;ZŸrich;strict;light;open;open;open;open;open;open
15.12.20;ZŸrich;strict;light;open;open;open;open;open;open
16.12.20;ZŸrich;strict;light;open;open;open;open;open;open
17.12.20;ZŸrich;strict;light;open;open;open;open;open;open
18.12.20;ZŸrich;strict;light;open;open;open;open;open;open
19.12.20;ZŸrich;strict;light;open;open;open;open;open;open
20.12.20;ZŸrich;strict;moderate;closed;open;open;open;closed;open
21.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
22.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
23.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
24.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
25.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
26.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
27.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
28.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
29.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
30.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
31.12.20;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
01.01.21;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
02.01.21;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
03.01.21;ZŸrich;strict;moderate;closed;open;holidays;holidays;closed;open
04.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
05.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
06.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
07.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
08.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
09.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
10.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
11.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
12.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
13.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
14.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
15.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
16.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
17.01.21;ZŸrich;strict;moderate;closed;open;open;open;closed;open
18.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
19.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
20.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
21.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
22.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
23.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
24.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
25.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
26.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
27.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
28.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
29.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
30.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
31.01.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
01.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
02.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
03.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
04.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
05.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
06.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
07.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
08.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
09.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
10.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
11.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
12.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
13.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
14.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
15.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
16.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
17.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
18.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
19.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
20.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
21.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
22.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
23.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
24.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
25.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
26.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
27.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
28.02.21;ZŸrich;strict;moderate;closed;closed;open;open;closed;open
01.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
02.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
03.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
04.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
05.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
06.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
07.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
08.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
09.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
10.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
11.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
12.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
13.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
14.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
15.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
16.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
17.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
18.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
19.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
20.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
21.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
22.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
23.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
24.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
25.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
26.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
27.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
28.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
29.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
30.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
31.03.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
01.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
02.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
03.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
04.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
05.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
06.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
07.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
08.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
09.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
10.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
11.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
12.04.21;ZŸrich;strict;moderate;closed;open;open;open;open;open
