date;region;mask_mandate;contact_restrictions;restaurants;retail_trade;schools;day_care;cultural_facilities;hotels
2020-04-26;Zurich;0;3;2;2;2;0;2;2
2020-04-27;Zurich;0;3;2;2;2;0;2;2
2020-04-28;Zurich;0;3;2;2;2;0;2;2
2020-04-29;Zurich;0;3;2;2;2;0;2;2
2020-04-30;Zurich;0;3;2;2;2;0;2;2
2020-05-01;Zurich;0;3;2;2;2;0;2;2
2020-05-02;Zurich;0;3;2;2;2;0;2;2
2020-05-03;Zurich;0;3;2;2;2;0;2;2
2020-05-04;Zurich;0;3;2;2;2;0;2;2
2020-05-05;Zurich;0;3;2;2;2;0;2;2
2020-05-06;Zurich;0;3;2;2;2;0;2;2
2020-05-07;Zurich;0;3;2;2;2;0;2;2
2020-05-08;Zurich;0;3;2;2;2;0;2;2
2020-05-09;Zurich;0;3;2;2;2;0;2;2
2020-05-10;Zurich;0;3;2;2;2;0;2;2
2020-05-11;Zurich;0;1;0;0;0;0;0;0
2020-05-12;Zurich;0;1;0;0;0;0;0;0
2020-05-13;Zurich;0;1;0;0;0;0;0;0
2020-05-14;Zurich;0;1;0;0;0;0;0;0
2020-05-15;Zurich;0;1;0;0;0;0;0;0
2020-05-16;Zurich;0;1;0;0;0;0;0;0
2020-05-17;Zurich;0;1;0;0;0;0;0;0
2020-05-18;Zurich;0;1;0;0;0;0;0;0
2020-05-19;Zurich;0;1;0;0;0;0;0;0
2020-05-20;Zurich;0;1;0;0;0;0;0;0
2020-05-21;Zurich;0;1;0;0;0;0;0;0
2020-05-22;Zurich;0;1;0;0;0;0;0;0
2020-05-23;Zurich;0;1;0;0;0;0;0;0
2020-05-24;Zurich;0;1;0;0;0;0;0;0
2020-05-25;Zurich;0;1;0;0;0;0;0;0
2020-05-26;Zurich;0;1;0;0;0;0;0;0
2020-05-27;Zurich;0;1;0;0;0;0;0;0
2020-05-28;Zurich;0;1;0;0;0;0;0;0
2020-05-29;Zurich;0;1;0;0;0;0;0;0
2020-05-30;Zurich;0;1;0;0;0;0;0;0
2020-05-31;Zurich;0;1;0;0;0;0;0;0
2020-06-01;Zurich;0;1;0;0;0;0;0;0
2020-06-02;Zurich;0;1;0;0;0;0;0;0
2020-06-03;Zurich;0;1;0;0;0;0;0;0
2020-06-04;Zurich;0;1;0;0;0;0;0;0
2020-06-05;Zurich;0;1;0;0;0;0;0;0
2020-06-06;Zurich;0;1;0;0;0;0;0;0
2020-06-07;Zurich;0;1;0;0;0;0;0;0
2020-06-08;Zurich;0;1;0;0;0;0;0;0
2020-06-09;Zurich;0;1;0;0;0;0;0;0
2020-06-10;Zurich;0;1;0;0;0;0;0;0
2020-06-11;Zurich;0;1;0;0;0;0;0;0
2020-06-12;Zurich;0;1;0;0;0;0;0;0
2020-06-13;Zurich;0;1;0;0;0;0;0;0
2020-06-14;Zurich;0;1;0;0;0;0;0;0
2020-06-15;Zurich;0;1;0;0;0;0;0;0
2020-06-16;Zurich;0;1;0;0;0;0;0;0
2020-06-17;Zurich;0;1;0;0;0;0;0;0
2020-06-18;Zurich;0;1;0;0;0;0;0;0
2020-06-19;Zurich;0;1;0;0;0;0;0;0
2020-06-20;Zurich;0;1;0;0;0;0;0;0
2020-06-21;Zurich;0;1;0;0;0;0;0;0
2020-06-22;Zurich;0;1;0;0;0;0;0;0
2020-06-23;Zurich;0;1;0;0;0;0;0;0
2020-06-24;Zurich;0;1;0;0;0;0;0;0
2020-06-25;Zurich;0;1;0;0;0;0;0;0
2020-06-26;Zurich;0;1;0;0;0;0;0;0
2020-06-27;Zurich;0;1;0;0;0;0;0;0
2020-06-28;Zurich;0;1;0;0;0;0;0;0
2020-06-29;Zurich;0;1;0;0;0;0;0;0
2020-06-30;Zurich;0;1;0;0;0;0;0;0
2020-07-01;Zurich;0;1;0;0;0;0;0;0
2020-07-02;Zurich;0;1;0;0;0;0;0;0
2020-07-03;Zurich;0;1;0;0;0;0;0;0
2020-07-04;Zurich;0;1;0;0;0;0;0;0
2020-07-05;Zurich;0;1;0;0;0;0;0;0
2020-07-06;Zurich;2;1;0;0;0;0;0;0
2020-07-07;Zurich;2;1;0;0;0;0;0;0
2020-07-08;Zurich;2;1;0;0;0;0;0;0
2020-07-09;Zurich;2;1;0;0;0;0;0;0
2020-07-10;Zurich;2;1;0;0;0;0;0;0
2020-07-11;Zurich;2;1;0;0;0;0;0;0
2020-07-12;Zurich;2;1;0;0;0;0;0;0
2020-07-13;Zurich;2;1;0;0;2;0;0;0
2020-07-14;Zurich;2;1;0;0;2;0;0;0
2020-07-15;Zurich;2;1;0;0;2;0;0;0
2020-07-16;Zurich;2;1;0;0;2;0;0;0
2020-07-17;Zurich;2;1;0;0;2;0;0;0
2020-07-18;Zurich;2;1;0;0;2;0;0;0
2020-07-19;Zurich;2;1;0;0;2;0;0;0
2020-07-20;Zurich;2;1;0;0;2;0;0;0
2020-07-21;Zurich;2;1;0;0;2;0;0;0
2020-07-22;Zurich;2;1;0;0;2;0;0;0
2020-07-23;Zurich;2;1;0;0;2;0;0;0
2020-07-24;Zurich;2;1;0;0;2;0;0;0
2020-07-25;Zurich;2;1;0;0;2;0;0;0
2020-07-26;Zurich;2;1;0;0;2;0;0;0
2020-07-27;Zurich;2;1;0;0;2;0;0;0
2020-07-28;Zurich;2;1;0;0;2;0;0;0
2020-07-29;Zurich;2;1;0;0;2;0;0;0
2020-07-30;Zurich;2;1;0;0;2;0;0;0
2020-07-31;Zurich;2;1;0;0;2;0;0;0
2020-08-01;Zurich;2;1;0;0;2;0;0;0
2020-08-02;Zurich;2;1;0;0;2;0;0;0
2020-08-03;Zurich;2;1;0;0;2;0;0;0
2020-08-04;Zurich;2;1;0;0;2;0;0;0
2020-08-05;Zurich;2;1;0;0;2;0;0;0
2020-08-06;Zurich;2;1;0;0;2;0;0;0
2020-08-07;Zurich;2;1;0;0;2;0;0;0
2020-08-08;Zurich;2;1;0;0;2;0;0;0
2020-08-09;Zurich;2;1;0;0;2;0;0;0
2020-08-10;Zurich;2;1;0;0;2;0;0;0
2020-08-11;Zurich;2;1;0;0;2;0;0;0
2020-08-12;Zurich;2;1;0;0;2;0;0;0
2020-08-13;Zurich;2;1;0;0;2;0;0;0
2020-08-14;Zurich;2;1;0;0;2;0;0;0
2020-08-15;Zurich;2;1;0;0;2;0;0;0
2020-08-16;Zurich;2;1;0;0;2;0;0;0
2020-08-17;Zurich;2;1;0;0;0;0;0;0
2020-08-18;Zurich;2;1;0;0;0;0;0;0
2020-08-19;Zurich;2;1;0;0;0;0;0;0
2020-08-20;Zurich;2;1;0;0;0;0;0;0
2020-08-21;Zurich;2;1;0;0;0;0;0;0
2020-08-22;Zurich;2;1;0;0;0;0;0;0
2020-08-23;Zurich;2;1;0;0;0;0;0;0
2020-08-24;Zurich;2;1;0;0;0;0;0;0
2020-08-25;Zurich;2;1;0;0;0;0;0;0
2020-08-26;Zurich;2;1;0;0;0;0;0;0
2020-08-27;Zurich;2;1;0;0;0;0;0;0
2020-08-28;Zurich;2;1;0;0;0;0;0;0
2020-08-29;Zurich;2;1;0;0;0;0;0;0
2020-08-30;Zurich;2;1;0;0;0;0;0;0
2020-08-31;Zurich;2;1;0;0;0;0;0;0
2020-09-01;Zurich;2;1;0;0;0;0;0;0
2020-09-02;Zurich;2;1;0;0;0;0;0;0
2020-09-03;Zurich;2;1;0;0;0;0;0;0
2020-09-04;Zurich;2;1;0;0;0;0;0;0
2020-09-05;Zurich;2;1;0;0;0;0;0;0
2020-09-06;Zurich;2;1;0;0;0;0;0;0
2020-09-07;Zurich;2;1;0;0;0;0;0;0
2020-09-08;Zurich;2;1;0;0;0;0;0;0
2020-09-09;Zurich;2;1;0;0;0;0;0;0
2020-09-10;Zurich;2;1;0;0;0;0;0;0
2020-09-11;Zurich;2;1;0;0;0;0;0;0
2020-09-12;Zurich;2;1;0;0;0;0;0;0
2020-09-13;Zurich;2;1;0;0;0;0;0;0
2020-09-14;Zurich;2;1;0;0;0;0;0;0
2020-09-15;Zurich;2;1;0;0;0;0;0;0
2020-09-16;Zurich;2;1;0;0;0;0;0;0
2020-09-17;Zurich;2;1;0;0;0;0;0;0
2020-09-18;Zurich;2;1;0;0;0;0;0;0
2020-09-19;Zurich;2;1;0;0;0;0;0;0
2020-09-20;Zurich;2;1;0;0;0;0;0;0
2020-09-21;Zurich;2;1;0;0;0;0;0;0
2020-09-22;Zurich;2;1;0;0;0;0;0;0
2020-09-23;Zurich;2;1;0;0;0;0;0;0
2020-09-24;Zurich;2;1;0;0;0;0;0;0
2020-09-25;Zurich;2;1;0;0;0;0;0;0
2020-09-26;Zurich;2;1;0;0;0;0;0;0
2020-09-27;Zurich;2;1;0;0;0;0;0;0
2020-09-28;Zurich;2;1;0;0;0;0;0;0
2020-09-29;Zurich;2;1;0;0;0;0;0;0
2020-09-30;Zurich;2;1;0;0;0;0;0;0
2020-10-01;Zurich;2;1;0;0;0;0;0;0
2020-10-02;Zurich;2;1;0;0;0;0;0;0
2020-10-03;Zurich;2;1;0;0;0;0;0;0
2020-10-04;Zurich;2;1;0;0;0;0;0;0
2020-10-05;Zurich;2;1;0;0;0;0;0;0
2020-10-06;Zurich;2;1;0;0;0;0;0;0
2020-10-07;Zurich;2;1;0;0;0;0;0;0
2020-10-08;Zurich;2;1;0;0;0;0;0;0
2020-10-09;Zurich;2;1;0;0;0;0;0;0
2020-10-10;Zurich;2;1;0;0;0;0;0;0
2020-10-11;Zurich;2;1;0;0;0;0;0;0
2020-10-12;Zurich;2;1;0;0;0;0;0;0
2020-10-13;Zurich;2;1;0;0;0;0;0;0
2020-10-14;Zurich;2;1;0;0;0;0;0;0
2020-10-15;Zurich;2;1;0;0;0;0;0;0
2020-10-16;Zurich;2;1;0;0;0;0;0;0
2020-10-17;Zurich;2;1;0;0;0;0;0;0
2020-10-18;Zurich;2;1;0;0;0;0;0;0
2020-10-19;Zurich;2;1;0;0;0;0;0;0
2020-10-20;Zurich;2;1;0;0;0;0;0;0
2020-10-21;Zurich;2;1;0;0;0;0;0;0
2020-10-22;Zurich;2;1;0;0;0;0;0;0
2020-10-23;Zurich;2;1;0;0;0;0;0;0
2020-10-24;Zurich;2;1;0;0;0;0;0;0
2020-10-25;Zurich;2;1;0;0;0;0;0;0
2020-10-26;Zurich;2;1;0;0;0;0;0;0
2020-10-27;Zurich;2;1;0;0;0;0;0;0
2020-10-28;Zurich;3;1;0;0;0;0;0;0
2020-10-29;Zurich;3;1;0;0;0;0;0;0
2020-10-30;Zurich;3;1;0;0;0;0;0;0
2020-10-31;Zurich;3;1;0;0;0;0;0;0
2020-11-01;Zurich;3;1;0;0;0;0;0;0
2020-11-02;Zurich;3;1;0;0;0;0;0;0
2020-11-03;Zurich;3;1;0;0;0;0;0;0
2020-11-04;Zurich;3;1;0;0;0;0;0;0
2020-11-05;Zurich;3;1;0;0;0;0;0;0
2020-11-06;Zurich;3;1;0;0;0;0;0;0
2020-11-07;Zurich;3;1;0;0;0;0;0;0
2020-11-08;Zurich;3;1;0;0;0;0;0;0
2020-11-09;Zurich;3;1;0;0;0;0;0;0
2020-11-10;Zurich;3;1;0;0;0;0;0;0
2020-11-11;Zurich;3;1;0;0;0;0;0;0
2020-11-12;Zurich;3;1;0;0;0;0;0;0
2020-11-13;Zurich;3;1;0;0;0;0;0;0
2020-11-14;Zurich;3;1;0;0;0;0;0;0
2020-11-15;Zurich;3;1;0;0;0;0;0;0
2020-11-16;Zurich;3;1;0;0;0;0;0;0
2020-11-17;Zurich;3;1;0;0;0;0;0;0
2020-11-18;Zurich;3;1;0;0;0;0;0;0
2020-11-19;Zurich;3;1;0;0;0;0;0;0
2020-11-20;Zurich;3;1;0;0;0;0;0;0
2020-11-21;Zurich;3;1;0;0;0;0;0;0
2020-11-22;Zurich;3;1;0;0;0;0;0;0
2020-11-23;Zurich;3;1;0;0;0;0;0;0
2020-11-24;Zurich;3;1;0;0;0;0;0;0
2020-11-25;Zurich;3;1;0;0;0;0;0;0
2020-11-26;Zurich;3;1;0;0;0;0;0;0
2020-11-27;Zurich;3;1;0;0;0;0;0;0
2020-11-28;Zurich;3;1;0;0;0;0;0;0
2020-11-29;Zurich;3;1;0;0;0;0;0;0
2020-11-30;Zurich;3;1;0;0;0;0;0;0
2020-12-01;Zurich;3;1;0;0;0;0;0;0
2020-12-02;Zurich;3;1;0;0;0;0;0;0
2020-12-03;Zurich;3;1;0;0;0;0;0;0
2020-12-04;Zurich;3;1;0;0;0;0;0;0
2020-12-05;Zurich;3;1;0;0;0;0;0;0
2020-12-06;Zurich;3;1;0;0;0;0;0;0
2020-12-07;Zurich;3;1;0;0;0;0;0;0
2020-12-08;Zurich;3;1;0;0;0;0;0;0
2020-12-09;Zurich;3;1;0;0;0;0;0;0
2020-12-10;Zurich;3;1;0;0;0;0;0;0
2020-12-11;Zurich;3;1;0;0;0;0;0;0
2020-12-12;Zurich;3;1;0;0;0;0;0;0
2020-12-13;Zurich;3;1;0;0;0;0;0;0
2020-12-14;Zurich;3;1;0;0;0;0;0;0
2020-12-15;Zurich;3;1;0;0;0;0;0;0
2020-12-16;Zurich;3;1;0;0;0;0;0;0
2020-12-17;Zurich;3;1;0;0;0;0;0;0
2020-12-18;Zurich;3;1;0;0;0;0;0;0
2020-12-19;Zurich;3;1;0;0;0;0;0;0
2020-12-20;Zurich;3;2;2;0;0;0;2;0
2020-12-21;Zurich;3;2;2;0;2;0;2;0
2020-12-22;Zurich;3;2;2;0;2;0;2;0
2020-12-23;Zurich;3;2;2;0;2;0;2;0
2020-12-24;Zurich;3;2;2;0;2;0;2;0
2020-12-25;Zurich;3;2;2;0;2;0;2;0
2020-12-26;Zurich;3;2;2;0;2;0;2;0
2020-12-27;Zurich;3;2;2;0;2;0;2;0
2020-12-28;Zurich;3;2;2;0;2;0;2;0
2020-12-29;Zurich;3;2;2;0;2;0;2;0
2020-12-30;Zurich;3;2;2;0;2;0;2;0
2020-12-31;Zurich;3;2;2;0;2;0;2;0
2021-01-01;Zurich;3;2;2;0;2;0;2;0
2021-01-02;Zurich;3;2;2;0;2;0;2;0
2021-01-03;Zurich;3;2;2;0;2;0;2;0
2021-01-04;Zurich;3;2;2;0;0;0;2;0
2021-01-05;Zurich;3;2;2;0;0;0;2;0
2021-01-06;Zurich;3;2;2;0;0;0;2;0
2021-01-07;Zurich;3;2;2;0;0;0;2;0
2021-01-08;Zurich;3;2;2;0;0;0;2;0
2021-01-09;Zurich;3;2;2;0;0;0;2;0
2021-01-10;Zurich;3;2;2;0;0;0;2;0
2021-01-11;Zurich;3;2;2;0;0;0;2;0
2021-01-12;Zurich;3;2;2;0;0;0;2;0
2021-01-13;Zurich;3;2;2;0;0;0;2;0
2021-01-14;Zurich;3;2;2;0;0;0;2;0
2021-01-15;Zurich;3;2;2;0;0;0;2;0
2021-01-16;Zurich;3;2;2;0;0;0;2;0
2021-01-17;Zurich;3;2;2;0;0;0;2;0
2021-01-18;Zurich;3;2;2;2;0;0;2;0
2021-01-19;Zurich;3;2;2;2;0;0;2;0
2021-01-20;Zurich;3;2;2;2;0;0;2;0
2021-01-21;Zurich;3;2;2;2;0;0;2;0
2021-01-22;Zurich;3;2;2;2;0;0;2;0
2021-01-23;Zurich;3;2;2;2;0;0;2;0
2021-01-24;Zurich;3;2;2;2;0;0;2;0
2021-01-25;Zurich;3;2;2;2;0;0;2;0
2021-01-26;Zurich;3;2;2;2;0;0;2;0
2021-01-27;Zurich;3;2;2;2;0;0;2;0
2021-01-28;Zurich;3;2;2;2;0;0;2;0
2021-01-29;Zurich;3;2;2;2;0;0;2;0
2021-01-30;Zurich;3;2;2;2;0;0;2;0
2021-01-31;Zurich;3;2;2;2;0;0;2;0
2021-02-01;Zurich;3;2;2;2;0;0;2;0
2021-02-02;Zurich;3;2;2;2;0;0;2;0
2021-02-03;Zurich;3;2;2;2;0;0;2;0
2021-02-04;Zurich;3;2;2;2;0;0;2;0
2021-02-05;Zurich;3;2;2;2;0;0;2;0
2021-02-06;Zurich;3;2;2;2;0;0;2;0
2021-02-07;Zurich;3;2;2;2;0;0;2;0
2021-02-08;Zurich;3;2;2;2;0;0;2;0
2021-02-09;Zurich;3;2;2;2;0;0;2;0
2021-02-10;Zurich;3;2;2;2;0;0;2;0
2021-02-11;Zurich;3;2;2;2;0;0;2;0
2021-02-12;Zurich;3;2;2;2;0;0;2;0
2021-02-13;Zurich;3;2;2;2;0;0;2;0
2021-02-14;Zurich;3;2;2;2;0;0;2;0
2021-02-15;Zurich;3;2;2;2;0;0;2;0
2021-02-16;Zurich;3;2;2;2;0;0;2;0
2021-02-17;Zurich;3;2;2;2;0;0;2;0
2021-02-18;Zurich;3;2;2;2;0;0;2;0
2021-02-19;Zurich;3;2;2;2;0;0;2;0
2021-02-20;Zurich;3;2;2;2;0;0;2;0
2021-02-21;Zurich;3;2;2;2;0;0;2;0
2021-02-22;Zurich;3;2;2;2;0;0;2;0
2021-02-23;Zurich;3;2;2;2;0;0;2;0
2021-02-24;Zurich;3;2;2;2;0;0;2;0
2021-02-25;Zurich;3;2;2;2;0;0;2;0
2021-02-26;Zurich;3;2;2;2;0;0;2;0
2021-02-27;Zurich;3;2;2;2;0;0;2;0
2021-02-28;Zurich;3;2;2;2;0;0;2;0
2021-03-01;Zurich;3;2;2;0;0;0;0;0
2021-03-02;Zurich;3;2;2;0;0;0;0;0
2021-03-03;Zurich;3;2;2;0;0;0;0;0
2021-03-04;Zurich;3;2;2;0;0;0;0;0
2021-03-05;Zurich;3;2;2;0;0;0;0;0
2021-03-06;Zurich;3;2;2;0;0;0;0;0
2021-03-07;Zurich;3;2;2;0;0;0;0;0
2021-03-08;Zurich;3;2;2;0;0;0;0;0
2021-03-09;Zurich;3;2;2;0;0;0;0;0
2021-03-10;Zurich;3;2;2;0;0;0;0;0
2021-03-11;Zurich;3;2;2;0;0;0;0;0
2021-03-12;Zurich;3;2;2;0;0;0;0;0
2021-03-13;Zurich;3;2;2;0;0;0;0;0
2021-03-14;Zurich;3;2;2;0;0;0;0;0
2021-03-15;Zurich;3;2;2;0;0;0;0;0
2021-03-16;Zurich;3;2;2;0;0;0;0;0
2021-03-17;Zurich;3;2;2;0;0;0;0;0
2021-03-18;Zurich;3;2;2;0;0;0;0;0
2021-03-19;Zurich;3;2;2;0;0;0;0;0
2021-03-20;Zurich;3;2;2;0;0;0;0;0
2021-03-21;Zurich;3;2;2;0;0;0;0;0
2021-03-22;Zurich;3;2;2;0;0;0;0;0
2021-03-23;Zurich;3;2;2;0;0;0;0;0
2021-03-24;Zurich;3;2;2;0;0;0;0;0
2021-03-25;Zurich;3;2;2;0;0;0;0;0
2021-03-26;Zurich;3;2;2;0;0;0;0;0
2021-03-27;Zurich;3;2;2;0;0;0;0;0
2021-03-28;Zurich;3;2;2;0;0;0;0;0
2021-03-29;Zurich;3;2;2;0;0;0;0;0
2021-03-30;Zurich;3;2;2;0;0;0;0;0
2021-03-31;Zurich;3;2;2;0;0;0;0;0
2021-04-01;Zurich;3;2;2;0;0;0;0;0
2021-04-02;Zurich;3;2;2;0;0;0;0;0
2021-04-03;Zurich;3;2;2;0;0;0;0;0
2021-04-04;Zurich;3;2;2;0;0;0;0;0
2021-04-05;Zurich;3;2;2;0;0;0;0;0
2021-04-06;Zurich;3;2;2;0;0;0;0;0
2021-04-07;Zurich;3;2;2;0;0;0;0;0
2021-04-08;Zurich;3;2;2;0;0;0;0;0
2021-04-09;Zurich;3;2;2;0;0;0;0;0
2021-04-10;Zurich;3;2;2;0;0;0;0;0
2021-04-11;Zurich;3;2;2;0;0;0;0;0
2021-04-12;Zurich;3;2;2;0;0;0;0;0
2021-04-13;Zurich;3;2;2;0;0;0;0;0
2021-04-14;Zurich;3;2;2;0;0;0;0;0
2021-04-15;Zurich;3;2;2;0;0;0;0;0
2021-04-16;Zurich;3;2;2;0;0;0;0;0
2021-04-17;Zurich;3;2;2;0;0;0;0;0
2021-04-18;Zurich;3;2;0;0;0;0;0;0
2021-04-19;Zurich;3;1;0;0;0;0;0;0
2021-04-20;Zurich;3;1;0;0;0;0;0;0
2021-04-21;Zurich;3;1;0;0;0;0;0;0
2021-04-22;Zurich;3;1;0;0;0;0;0;0
2021-04-23;Zurich;3;1;0;0;0;0;0;0
2021-04-24;Zurich;3;1;0;0;0;0;0;0
2021-04-25;Zurich;3;1;0;0;0;0;0;0
2021-04-26;Zurich;3;1;0;0;2;0;0;0
2021-04-27;Zurich;3;1;0;0;2;0;0;0
2021-04-28;Zurich;3;1;0;0;2;0;0;0
2021-04-29;Zurich;3;1;0;0;2;0;0;0
2021-04-30;Zurich;3;1;0;0;2;0;0;0
2021-05-01;Zurich;3;1;0;0;2;0;0;0
2021-05-02;Zurich;3;1;0;0;2;0;0;0
2021-05-03;Zurich;3;1;0;0;2;0;0;0
2021-05-04;Zurich;3;1;0;0;2;0;0;0
2021-05-05;Zurich;3;1;0;0;2;0;0;0
2021-05-06;Zurich;3;1;0;0;2;0;0;0
2021-05-07;Zurich;3;1;0;0;2;0;0;0
2021-05-08;Zurich;3;1;0;0;2;0;0;0
2021-05-09;Zurich;3;1;0;0;2;0;0;0
2021-05-10;Zurich;3;1;0;0;0;0;0;0
2021-05-11;Zurich;3;1;0;0;0;0;0;0
2021-05-12;Zurich;3;1;0;0;0;0;0;0
2021-05-13;Zurich;3;1;0;0;0;0;0;0
2021-05-14;Zurich;3;1;0;0;0;0;0;0
2021-05-15;Zurich;3;1;0;0;0;0;0;0
2021-05-16;Zurich;3;1;0;0;0;0;0;0
2021-05-17;Zurich;3;1;0;0;0;0;0;0
2021-05-18;Zurich;3;1;0;0;0;0;0;0
2021-05-19;Zurich;3;1;0;0;0;0;0;0
2021-05-20;Zurich;3;1;0;0;0;0;0;0
2021-05-21;Zurich;3;1;0;0;0;0;0;0
2021-05-22;Zurich;3;1;0;0;0;0;0;0
2021-05-23;Zurich;3;1;0;0;0;0;0;0
2021-05-24;Zurich;3;1;0;0;0;0;0;0
2021-05-25;Zurich;3;1;0;0;0;0;0;0
2021-05-26;Zurich;3;1;0;0;0;0;0;0
